#Second case with k = 0.4 and B = 20.0
#u              v              
1.757303        -4.031469      
1.716989        -4.009654      
1.676892        -3.986385      
1.637028        -3.961852      
1.597410        -3.936241      
1.558047        -3.909731      
1.518950        -3.882493      
1.480125        -3.854692      
1.441578        -3.826485      
1.403313        -3.798025      
1.365333        -3.769454      
1.327638        -3.740912      
1.290229        -3.712528      
1.253104        -3.684427      
1.216260        -3.656728      
1.179692        -3.629543      
1.143397        -3.602978      
1.107367        -3.577132      
1.071596        -3.552102      
1.036075        -3.527977      
1.000795        -3.504839      
0.965747        -3.482770      
0.930919        -3.461842      
0.896301        -3.442127      
0.861879        -3.423688      
0.827642        -3.406587      
0.793577        -3.390882      
0.759668        -3.376625      
0.725902        -3.363866      
0.692263        -3.352649      
0.658736        -3.343019      
0.625306        -3.335014      
0.591956        -3.328670      
0.558669        -3.324019      
0.525429        -3.321092      
0.492218        -3.319917      
0.459019        -3.320517      
0.425814        -3.322915      
0.392585        -3.327131      
0.359313        -3.333180      
0.325982        -3.341077      
0.292571        -3.350835      
0.259063        -3.362463      
0.225438        -3.375968      
0.191678        -3.391356      
0.157765        -3.408629      
0.123678        -3.427786      
0.089400        -3.448827      
0.054912        -3.471746      
0.020195        -3.496536      
-0.014771       -3.523186      
-0.050002       -3.551686      
-0.085519       -3.582018      
-0.121339       -3.614164      
-0.157481       -3.648104      
-0.193962       -3.683812      
-0.230800       -3.721261      
-0.268013       -3.760417      
-0.305617       -3.801247      
-0.343630       -3.843709      
-0.382067       -3.887761      
-0.420944       -3.933353      
-0.460278       -3.980432      
-0.500082       -4.028940      
-0.540371       -4.078812      
-0.581160       -4.129978      
-0.622459       -4.182364      
-0.664283       -4.235885      
-0.706642       -4.290452      
-0.749546       -4.345969      
-0.793006       -4.402330      
-0.837029       -4.459423      
-0.881624       -4.517125      
-0.926795       -4.575307      
-0.972548       -4.633828      
-1.018886       -4.692538      
-1.065812       -4.751275      
-1.113324       -4.809869      
-1.161423       -4.868136      
-1.210104       -4.925880      
-1.259363       -4.982897      
-1.309192       -5.038965      
-1.359582       -5.093852      
-1.410520       -5.147315      
-1.461993       -5.199093      
-1.513984       -5.248916      
-1.566474       -5.296499      
-1.619439       -5.341543      
-1.672854       -5.383738      
-1.726691       -5.422760      
-1.780919       -5.458272      
-1.835502       -5.489927      
-1.890401       -5.517368      
-1.945575       -5.540226      
-2.000977       -5.558125      
-2.056558       -5.570682      
-2.112265       -5.577507      
-2.168040       -5.578209      
-2.223822       -5.572394      
-2.279546       -5.559669      
-2.335143       -5.539644      
-2.390539       -5.511939      
-2.445659       -5.476179      
-2.500420       -5.432005      
-2.554740       -5.379073      
-2.608531       -5.317062      
-2.661702       -5.245672      
-2.714158       -5.164634      
-2.765805       -5.073710      
-2.816542       -4.972700      
-2.866269       -4.861443      
-2.914883       -4.739824      
-2.962282       -4.607778      
-3.008359       -4.465290      
-3.053012       -4.312404      
-3.096136       -4.149220      
-3.137629       -3.975901      
-3.177388       -3.792673      
-3.215314       -3.599829      
-3.251313       -3.397725      
-3.285290       -3.186785      
-3.317158       -2.967499      
-3.346833       -2.740417      
-3.374237       -2.506156      
-3.399298       -2.265388      
-3.421952       -2.018842      
-3.442141       -1.767296      
-3.459814       -1.511573      
-3.474929       -1.252535      
-3.487455       -0.991078      
-3.497366       -0.728122      
-3.504647       -0.464604      
-3.509293       -0.201474      
-3.511308       0.060318       
-3.510704       0.319827       
-3.507506       0.576121       
-3.501745       0.828288       
-3.493462       1.075446       
-3.482708       1.316746       
-3.469540       1.551382       
-3.454026       1.778595       
-3.436240       1.997675       
-3.416264       2.207972       
-3.394184       2.408892       
-3.370095       2.599907       
-3.344096       2.780549       
-3.316290       2.950419       
-3.286786       3.109179       
-3.255694       3.256561       
-3.223129       3.392357       
-3.189205       3.516423       
-3.154041       3.628674       
-3.117754       3.729082       
-3.080463       3.817675       
-3.042287       3.894529       
-3.003341       3.959769       
-2.963744       4.013560       
-2.923608       4.056110       
-2.883047       4.087657       
-2.842170       4.108475       
-2.801086       4.118860       
-2.759897       4.119134       
-2.718706       4.109637       
-2.677609       4.090725       
-2.636702       4.062765       
-2.596074       4.026135       
-2.555813       3.981217       
-2.516001       3.928398       
-2.476717       3.868066       
-2.438036       3.800607       
-2.400030       3.726405       
-2.362766       3.645840       
-2.326308       3.559282       
-2.290715       3.467100       
-2.256044       3.369648       
-2.222347       3.267276       
-2.189675       3.160321       
-2.158071       3.049111       
-2.127580       2.933964       
-2.098241       2.815186       
-2.070089       2.693072       
-2.043158       2.567907       
-2.017479       2.439964       
-1.993079       2.309508       
-1.969984       2.176790       
-1.948216       2.042055       
-1.927796       1.905535       
-1.908741       1.767455       
-1.891066       1.628032       
-1.874786       1.487472       
-1.859911       1.345975       
-1.846451       1.203736       
-1.834414       1.060940       
-1.823804       0.917768       
-1.814627       0.774394       
-1.806883       0.630991       
-1.800573       0.487722       
-1.795696       0.344750       
-1.792248       0.202235       
-1.790226       0.060332       
-1.789623       -0.080804      
-1.790431       -0.221022      
-1.792641       -0.360169      
-1.796242       -0.498095      
-1.801223       -0.634650      
-1.807570       -0.769683      
-1.815267       -0.903044      
-1.824297       -1.034578      
-1.834643       -1.164133      
-1.846284       -1.291553      
-1.859200       -1.416679      
-1.873367       -1.539351      
-1.888760       -1.659406      
-1.905354       -1.776678      
-1.923121       -1.890996      
-1.942031       -2.002187      
-1.962053       -2.110076      
-1.983154       -2.214481      
-2.005298       -2.315218      
-2.028451       -2.412100      
-2.052572       -2.504936      
-2.077621       -2.593530      
-2.103556       -2.677687      
-2.130333       -2.757204      
-2.157905       -2.831880      
-2.186224       -2.901509      
-2.215239       -2.965885      
-2.244898       -3.024802      
-2.275146       -3.078054      
-2.305926       -3.125434      
-2.337181       -3.166740      
-2.368848       -3.201770      
-2.400866       -3.230330      
-2.433169       -3.252228      
-2.465691       -3.267281      
-2.498364       -3.275314      
-2.531117       -3.276162      
-2.563879       -3.269671      
-2.596576       -3.255701      
-2.629133       -3.234127      
